Subject,Condition,Accuracy,RT
116,control,1,491
116,control,1,376
116,control,1,533
116,control,1,543
116,control,1,371
116,control,1,462
116,control,1,455
116,control,1,455
116,control,1,441
116,control,1,455
116,control,1,475
116,control,0,385
116,control,1,410
116,control,1,594
116,control,1,493
116,control,1,413
116,control,0,398
116,control,1,499
116,control,1,567
116,control,1,472
116,control,1,514
116,control,1,453
116,control,1,702
116,control,1,448
116,control,1,571
116,control,1,597
116,control,1,447
116,control,1,840
116,control,1,533
116,control,1,667
116,control,1,514
116,control,1,492
116,control,1,479
116,control,1,443
116,control,1,572
116,control,1,563
116,control,1,511
116,control,1,660
116,control,1,702
116,control,1,536
116,control,1,445
116,control,1,564
116,control,1,520
116,control,1,471
116,control,1,433
116,control,1,379
116,control,1,659
116,control,1,502
116,control,1,503
116,control,1,482
116,control,1,568
116,control,1,556
116,control,1,396
116,control,1,387
116,control,1,414
116,control,1,416
116,control,1,435
116,control,1,474
116,control,1,419
116,control,1,492
116,control,1,595
116,control,1,417
116,control,1,398
116,control,1,415
116,control,0,408
116,control,0,427
116,control,1,632
116,control,1,608
116,control,1,460
116,control,1,473
116,control,1,512
116,control,1,439
116,control,1,491
116,control,1,602
116,control,1,514
116,control,1,484
116,control,1,555
116,control,1,441
116,control,1,452
116,control,1,566
116,control,1,484
116,control,0,479
116,control,1,573
116,control,1,484
116,control,1,626
116,control,1,563
116,control,1,553
116,control,1,792
116,control,1,512
116,control,0,483
116,control,1,499
116,control,1,490
116,control,1,518
116,control,1,713
116,control,1,492
116,control,1,565
116,control,1,521
116,control,1,578
116,control,1,501
116,control,1,489
116,control,1,629
116,control,1,527
116,control,1,456
117,control,1,635
117,control,1,347
117,control,1,516
117,control,1,495
117,control,1,449
117,control,1,420
117,control,1,516
117,control,1,441
117,control,1,379
117,control,1,461
117,control,1,629
117,control,1,441
117,control,1,409
117,control,1,548
117,control,1,488
117,control,1,453
117,control,1,381
117,control,0,408
117,control,1,440
117,control,1,533
117,control,1,420
117,control,1,500
117,control,1,471
117,control,1,476
117,control,1,606
117,control,1,567
117,control,1,762
117,control,1,670
117,control,1,976
117,control,1,604
117,control,1,666
117,control,1,496
117,control,1,482
117,control,1,517
117,control,1,418
117,control,1,527
117,control,1,418
117,control,1,462
117,control,1,433
117,control,1,468
117,control,1,795
117,control,1,417
117,control,1,520
117,control,1,444
117,control,1,439
117,control,1,471
117,control,1,363
117,control,1,401
117,control,1,464
117,control,1,2112
117,control,1,535
117,control,1,451
117,control,1,394
117,control,1,378
117,control,1,534
117,control,1,491
117,control,1,500
117,control,1,494
117,control,1,457
117,control,0,375
117,control,1,523
117,control,1,459
117,control,1,363
117,control,1,390
117,control,1,592
117,control,1,504
117,control,0,514
117,control,1,545
117,control,1,471
117,control,1,590
117,control,1,557
117,control,1,404
117,control,1,384
117,control,1,439
117,control,1,412
117,control,1,643
117,control,1,460
117,control,1,510
117,control,1,461
117,control,1,395
117,control,1,529
117,control,1,767
117,control,1,537
117,control,1,430
117,control,1,378
117,control,1,525
117,control,1,423
117,control,1,374
117,control,1,466
117,control,1,1011
117,control,1,374
117,control,1,381
117,control,1,512
117,control,1,532
117,control,1,459
117,control,1,405
117,control,1,467
117,control,1,393
117,control,1,375
117,control,1,490
117,control,1,1098
117,control,1,483
117,control,1,821
117,control,1,524
117,control,0,403
117,control,1,348
117,control,1,532
117,control,1,533
117,control,1,437
117,control,1,628
117,control,1,383
117,control,1,583
117,control,1,617
117,control,1,509
117,control,1,497
117,control,1,626
117,control,1,658
117,control,1,413
117,control,1,556
117,control,1,426
117,control,1,514
117,control,1,424
117,control,0,467
117,control,1,402
117,control,1,457
117,control,1,429
117,control,1,628
117,control,1,370
117,control,1,575
117,control,1,923
117,control,1,704
117,control,1,416
117,control,1,485
117,control,1,388
117,control,1,465
117,control,1,444
117,control,1,455
117,control,1,419
117,control,1,502
117,control,1,477
117,control,1,459
117,control,1,592
117,control,1,434
117,control,0,752
117,control,1,503
117,control,1,642
117,control,1,469
117,control,1,462
117,control,1,433
117,control,1,527
117,control,1,390
117,control,1,672
117,control,1,1003
117,control,1,530
117,control,1,442
117,control,1,862
117,control,1,541
117,control,1,1086
117,control,1,481
117,control,1,453
117,control,1,427
117,control,0,409
117,control,1,642
117,control,1,496
117,control,1,506
117,control,1,566
117,control,1,692
117,control,1,456
117,control,1,491
117,control,1,460
117,control,1,408
117,control,1,453
117,control,1,610
117,control,1,407
117,control,1,495
117,control,1,475
117,control,1,384
117,control,1,472
117,control,1,671
117,control,1,961
117,control,1,496
117,control,1,552
117,control,1,414
117,control,0,392
117,control,1,474
117,control,1,410
117,control,1,441
117,control,1,577
117,control,1,462
117,control,1,405
117,control,1,426
117,control,1,511
117,control,1,429
117,control,1,467
117,control,1,539
117,control,1,383
117,control,1,407
117,control,1,436
117,control,1,662
117,control,1,567
117,control,1,397
117,control,1,433
117,control,1,470
117,control,1,436
118,control,1,863
118,control,1,470
118,control,1,557
118,control,1,473
118,control,1,455
118,control,1,415
118,control,1,442
118,control,1,352
118,control,0,471
118,control,1,582
118,control,1,929
118,control,1,475
118,control,1,463
118,control,1,452
118,control,1,614
118,control,1,476
118,control,1,447
118,control,1,383
118,control,1,491
118,control,0,328
118,control,1,714
118,control,1,662
118,control,1,440
118,control,1,482
118,control,1,428
118,control,1,792
118,control,1,526
118,control,1,1280
118,control,1,502
118,control,1,420
118,control,1,416
118,control,1,399
118,control,1,638
118,control,1,433
118,control,1,377
118,control,1,618
118,control,1,380
118,control,1,464
118,control,1,293
118,control,1,454
118,control,1,346
118,control,1,440
118,control,1,383
118,control,1,410
118,control,1,416
118,control,1,328
118,control,1,308
118,control,1,429
118,control,1,411
118,control,1,666
118,control,1,420
118,control,1,459
118,control,1,351
118,control,1,462
118,control,1,463
118,control,1,457
118,control,1,380
118,control,1,460
118,control,1,319
118,control,1,549
118,control,1,362
118,control,1,504
118,control,1,374
118,control,1,326
118,control,1,302
118,control,0,488
118,control,1,492
118,control,1,413
118,control,1,407
118,control,1,339
118,control,1,377
118,control,0,364
118,control,1,587
118,control,1,403
118,control,1,476
118,control,1,471
118,control,1,428
118,control,1,349
118,control,1,358
118,control,1,350
118,control,1,357
118,control,1,405
118,control,1,382
118,control,1,431
118,control,1,400
118,control,1,475
118,control,1,409
118,control,1,347
118,control,1,361
118,control,0,406
118,control,1,731
118,control,1,383
118,control,1,493
118,control,1,346
118,control,1,428
118,control,1,388
118,control,0,447
118,control,1,464
118,control,1,453
118,control,1,409
118,control,1,337
118,control,0,387
118,control,1,400
118,control,1,304
118,control,0,265
118,control,1,307
118,control,1,432
118,control,1,711
118,control,1,428
118,control,1,419
118,control,0,495
118,control,1,437
118,control,1,525
118,control,1,415
118,control,1,525
118,control,1,433
118,control,1,375
118,control,1,348
118,control,1,338
118,control,1,509
118,control,1,445
118,control,1,356
118,control,1,388
118,control,1,382
118,control,1,345
118,control,1,421
118,control,1,384
118,control,1,393
118,control,1,307
118,control,1,337
118,control,1,315
118,control,1,469
118,control,1,913
118,control,1,335
118,control,1,322
118,control,1,321
118,control,1,374
118,control,1,341
118,control,1,269
118,control,1,434
118,control,1,333
118,control,1,388
118,control,1,325
118,control,1,363
118,control,1,383
118,control,1,506
118,control,0,428
118,control,1,426
118,control,1,378
118,control,1,409
118,control,1,408
118,control,1,365
118,control,1,370
118,control,1,437
118,control,0,287
118,control,1,324
118,control,1,489
118,control,1,437
118,control,1,348
118,control,1,387
118,control,1,410
118,control,1,405
118,control,1,484
118,control,1,546
118,control,1,415
118,control,1,599
118,control,1,431
118,control,1,452
118,control,1,543
118,control,1,472
118,control,1,471
118,control,1,466
118,control,1,364
118,control,1,300
118,control,1,439
118,control,1,412
118,control,1,825
118,control,1,337
118,control,0,299
118,control,0,285
118,control,1,513
118,control,1,434
118,control,0,407
118,control,1,709
118,control,1,424
118,control,1,407
118,control,1,516
118,control,1,333
118,control,1,353
118,control,1,304
118,control,1,472
118,control,1,424
118,control,1,427
118,control,1,423
118,control,1,295
118,control,1,425
118,control,1,418
118,control,1,428
118,control,1,503
118,control,1,464
118,control,0,449
118,control,1,371
118,control,1,460
118,control,1,399
119,control,1,449
119,control,1,471
119,control,1,368
119,control,1,364
119,control,1,428
119,control,1,338
119,control,1,353
119,control,1,434
119,control,1,400
119,control,1,360
119,control,1,371
119,control,1,346
119,control,1,412
119,control,1,360
119,control,0,341
119,control,1,624
119,control,0,451
119,control,1,532
119,control,1,335
119,control,1,537
119,control,1,452
119,control,1,450
119,control,1,403
119,control,1,522
119,control,1,337
119,control,1,357
119,control,1,396
119,control,1,535
119,control,1,276
119,control,1,283
119,control,0,477
119,control,1,330
119,control,1,398
119,control,0,353
119,control,1,518
119,control,1,652
119,control,1,411
119,control,1,313
119,control,1,540
119,control,1,432
119,control,0,271
119,control,1,637
119,control,1,453
119,control,1,339
119,control,1,454
119,control,1,398
119,control,1,447
119,control,1,381
119,control,0,467
119,control,1,848
119,control,1,353
119,control,0,407
119,control,1,815
119,control,1,420
119,control,1,534
119,control,1,349
119,control,1,426
119,control,1,565
119,control,1,437
119,control,0,460
119,control,1,605
119,control,1,305
119,control,1,565
119,control,1,530
119,control,1,450
119,control,1,279
119,control,1,451
119,control,0,387
119,control,1,485
119,control,1,560
119,control,1,297
119,control,0,278
119,control,1,584
119,control,1,451
119,control,1,416
119,control,1,388
119,control,1,364
119,control,1,317
119,control,1,359
119,control,1,350
119,control,1,582
119,control,1,448
119,control,1,612
119,control,1,268
119,control,1,308
119,control,0,274
119,control,1,564
119,control,1,679
119,control,1,325
119,control,1,448
119,control,1,323
119,control,1,378
119,control,1,445
119,control,1,310
119,control,1,399
119,control,1,409
119,control,1,444
119,control,1,590
119,control,1,395
119,control,1,440
119,control,1,365
119,control,1,375
119,control,1,404
119,control,1,432
119,control,1,313
119,control,1,356
119,control,1,480
119,control,1,318
119,control,1,299
119,control,1,277
119,control,1,292
119,control,0,369
119,control,1,470
119,control,1,761
119,control,1,629
119,control,1,325
119,control,1,310
119,control,1,390
119,control,1,241
119,control,0,271
119,control,1,535
119,control,1,439
119,control,1,363
119,control,1,343
119,control,1,435
119,control,1,543
119,control,0,380
119,control,1,796
119,control,1,645
119,control,1,497
119,control,1,667
119,control,1,295
119,control,1,460
119,control,1,386
119,control,1,623
119,control,0,328
119,control,1,387
119,control,0,274
119,control,1,576
119,control,1,493
119,control,1,363
119,control,1,420
119,control,1,363
119,control,1,405
119,control,1,358
119,control,1,421
119,control,1,461
119,control,1,395
119,control,1,286
119,control,1,240
119,control,0,237
119,control,1,485
119,control,1,280
119,control,1,374
119,control,1,350
119,control,1,453
119,control,1,373
119,control,1,423
119,control,1,447
119,control,1,469
119,control,1,409
119,control,1,409
119,control,1,399
119,control,1,516
119,control,1,458
119,control,1,438
119,control,1,384
119,control,1,520
119,control,1,541
119,control,1,425
119,control,1,390
119,control,1,466
119,control,1,546
119,control,1,380
119,control,1,438
119,control,1,338
119,control,1,391
119,control,1,396
119,control,1,390
119,control,1,396
119,control,1,559
119,control,1,446
119,control,1,290
119,control,1,344
119,control,1,595
119,control,1,369
119,control,1,361
119,control,1,437
119,control,1,407
119,control,0,341
119,control,1,630
119,control,1,437
119,control,1,374
119,control,1,493
119,control,1,398
119,control,1,293
119,control,1,256
119,control,0,288
119,control,1,532
119,control,1,293
119,control,1,310
119,control,1,256
119,control,1,274
119,control,1,364
120,control,1,718
120,control,1,829
120,control,1,488
120,control,1,453
120,control,1,548
120,control,1,322
120,control,1,416
120,control,1,600
120,control,1,494
120,control,1,808
120,control,1,643
120,control,1,554
120,control,1,535
120,control,0,371
120,control,1,769
120,control,1,504
120,control,1,624
120,control,1,590
120,control,1,509
120,control,1,617
120,control,1,555
120,control,1,489
120,control,1,535
120,control,1,1068
120,control,1,628
120,control,1,469
120,control,1,440
120,control,1,672
120,control,1,583
120,control,1,706
120,control,1,505
120,control,1,596
120,control,1,469
120,control,1,480
120,control,1,530
120,control,1,547
120,control,1,482
120,control,1,553
120,control,1,644
120,control,1,401
120,control,1,474
120,control,1,523
120,control,1,538
120,control,1,493
120,control,1,853
120,control,1,625
120,control,1,722
120,control,1,543
120,control,1,509
120,control,1,536
120,control,1,525
120,control,1,445
120,control,1,547
120,control,1,540
120,control,1,549
120,control,1,444
120,control,1,532
120,control,1,462
120,control,1,429
120,control,1,569
120,control,1,419
120,control,1,423
120,control,0,503
120,control,1,577
120,control,1,380
120,control,1,400
120,control,1,676
120,control,1,611
120,control,1,407
120,control,1,345
120,control,1,425
120,control,1,476
120,control,1,696
120,control,1,800
120,control,1,583
120,control,1,649
120,control,1,553
120,control,1,302
120,control,1,310
120,control,1,485
120,control,1,883
120,control,1,598
120,control,1,724
120,control,1,814
120,control,1,545
120,control,1,559
120,control,1,553
120,control,1,549
120,control,1,601
120,control,1,589
120,control,1,665
120,control,1,633
120,control,1,599
120,control,1,1052
120,control,1,860
120,control,1,567
120,control,1,396
120,control,1,636
120,control,1,601
120,control,1,641
120,control,1,529
120,control,1,649
120,control,1,503
120,control,1,447
120,control,1,913
120,control,1,406
120,control,1,474
120,control,1,517
120,control,1,458
120,control,1,431
120,control,1,523
120,control,1,524
120,control,1,672
120,control,1,469
120,control,1,473
120,control,1,486
120,control,1,395
120,control,1,540
120,control,0,528
120,control,1,548
120,control,1,581
120,control,1,778
120,control,1,582
120,control,1,576
120,control,1,553
120,control,1,522
120,control,1,693
120,control,1,853
120,control,1,519
120,control,1,789
120,control,1,508
120,control,1,464
120,control,1,808
120,control,1,846
120,control,1,443
120,control,1,474
120,control,1,560
120,control,1,557
120,control,1,386
120,control,1,505
120,control,1,415
120,control,0,458
120,control,0,1039
120,control,1,492
120,control,1,591
120,control,1,548
120,control,1,473
120,control,1,571
120,control,1,485
120,control,1,397
120,control,1,643
120,control,1,399
120,control,1,625
120,control,1,590
120,control,1,575
120,control,1,485
120,control,0,645
120,control,1,647
120,control,1,636
120,control,1,625
120,control,1,588
120,control,1,539
120,control,1,508
120,control,1,481
120,control,1,516
120,control,0,527
120,control,1,791
120,control,1,405
120,control,1,641
120,control,1,624
120,control,1,623
120,control,1,532
120,control,1,575
120,control,1,565
120,control,1,526
120,control,1,834
120,control,0,796
120,control,1,721
120,control,1,757
120,control,1,432
120,control,1,1089
120,control,1,620
120,control,1,967
120,control,1,598
120,control,1,455
120,control,1,847
120,control,1,520
120,control,1,454
120,control,1,494
120,control,1,520
120,control,1,550
120,control,1,818
120,control,1,451
120,control,1,674
120,control,1,641
120,control,1,489
120,control,1,587
120,control,1,502
120,control,1,480
120,control,1,646
120,control,1,485
120,control,1,552
120,control,1,528
120,control,1,696
121,control,1,597
121,control,1,454
121,control,1,413
121,control,1,516
121,control,1,474
121,control,1,391
121,control,1,691
121,control,1,464
121,control,1,511
121,control,1,412
121,control,1,454
121,control,0,490
121,control,1,802
121,control,1,536
121,control,1,520
121,control,1,417
121,control,1,630
121,control,1,458
121,control,1,528
121,control,1,570
121,control,1,657
121,control,1,522
121,control,1,469
121,control,1,437
121,control,1,428
121,control,1,477
121,control,1,1367
121,control,1,535
121,control,1,550
121,control,1,506
121,control,1,523
121,control,1,505
121,control,1,483
121,control,1,540
121,control,1,310
121,control,1,534
121,control,1,542
121,control,1,465
121,control,1,456
121,control,1,399
121,control,1,869
121,control,1,487
121,control,1,501
121,control,1,543
121,control,1,532
121,control,1,502
121,control,1,816
121,control,1,470
121,control,1,555
121,control,1,1475
121,control,1,1124
121,control,1,618
121,control,1,430
121,control,1,433
121,control,1,429
121,control,1,695
121,control,1,465
121,control,1,456
121,control,1,411
121,control,1,413
121,control,1,457
121,control,1,388
121,control,1,1053
121,control,1,489
121,control,1,461
121,control,1,439
121,control,1,895
121,control,1,518
121,control,1,532
121,control,1,458
121,control,1,452
121,control,1,516
121,control,1,508
121,control,1,459
121,control,1,443
121,control,1,392
121,control,0,553
121,control,1,516
121,control,1,480
121,control,1,684
121,control,1,469
121,control,1,582
121,control,1,401
121,control,1,544
121,control,1,364
121,control,1,390
121,control,1,478
121,control,1,552
121,control,1,375
121,control,0,338
121,control,1,423
121,control,1,673
121,control,1,490
121,control,1,448
121,control,1,385
121,control,1,482
121,control,1,1242
121,control,1,509
121,control,1,584
121,control,1,820
121,control,1,331
121,control,1,532
121,control,1,526
121,control,1,475
121,control,1,494
121,control,1,614
121,control,1,542
121,control,1,528
121,control,1,466
121,control,1,476
121,control,1,597
121,control,1,471
121,control,1,575
121,control,1,477
121,control,1,527
121,control,1,696
121,control,1,505
121,control,1,522
121,control,1,519
121,control,0,459
121,control,1,383
121,control,1,637
121,control,1,466
121,control,1,385
121,control,1,1006
121,control,1,670
121,control,1,524
121,control,1,566
121,control,1,521
121,control,1,765
121,control,1,496
121,control,1,777
121,control,1,635
121,control,1,591
121,control,1,532
121,control,1,486
121,control,1,539
121,control,1,736
121,control,1,468
121,control,1,613
121,control,1,519
121,control,1,490
121,control,1,464
121,control,1,487
121,control,1,593
121,control,1,529
121,control,1,448
121,control,1,481
121,control,1,487
121,control,1,504
121,control,1,484
121,control,1,495
121,control,1,554
121,control,1,1039
121,control,1,500
121,control,1,892
121,control,1,486
121,control,1,491
121,control,1,454
121,control,1,719
121,control,1,445
121,control,1,404
121,control,1,440
121,control,1,496
121,control,1,454
121,control,1,1046
121,control,1,561
121,control,1,361
121,control,1,455
121,control,1,1367
121,control,1,400
121,control,1,387
121,control,1,490
121,control,1,518
121,control,1,664
121,control,1,575
121,control,1,477
121,control,1,507
121,control,1,431
121,control,1,491
121,control,1,360
121,control,1,384
121,control,1,349
121,control,1,732
121,control,1,639
121,control,1,572
121,control,1,549
121,control,1,448
121,control,1,592
121,control,1,458
121,control,1,502
121,control,1,426
121,control,1,650
121,control,1,567
121,control,1,401
121,control,1,1114
121,control,1,809
121,control,1,513
121,control,1,463
121,control,1,558
121,control,1,578
121,control,1,483
121,control,1,2380
121,control,1,446
122,control,1,661
122,control,1,484
122,control,1,372
122,control,1,490
122,control,1,458
122,control,1,354
122,control,1,347
122,control,1,329
122,control,1,322
122,control,1,378
122,control,0,370
122,control,1,445
122,control,1,363
122,control,1,580
122,control,1,399
122,control,1,314
122,control,1,428
122,control,1,545
122,control,1,617
122,control,1,502
122,control,1,360
122,control,1,389
122,control,1,502
122,control,1,395
122,control,1,381
122,control,1,328
122,control,1,383
122,control,1,467
122,control,1,363
122,control,1,347
122,control,1,391
122,control,1,414
122,control,1,296
122,control,1,331
122,control,1,356
122,control,1,412
122,control,1,491
122,control,1,446
122,control,1,477
122,control,1,526
122,control,1,399
122,control,1,475
122,control,1,385
122,control,0,477
122,control,1,1081
122,control,1,489
122,control,0,479
122,control,1,467
122,control,1,448
122,control,1,519
122,control,1,429
122,control,1,478
122,control,1,307
122,control,0,359
122,control,0,406
122,control,1,592
122,control,1,426
122,control,1,350
122,control,1,312
122,control,1,393
122,control,1,327
122,control,0,335
122,control,1,471
122,control,1,416
122,control,1,718
122,control,1,431
122,control,1,399
122,control,1,480
122,control,1,516
122,control,1,549
122,control,0,405
122,control,1,720
122,control,1,537
122,control,1,1105
122,control,1,333
122,control,1,490
122,control,1,442
122,control,1,622
122,control,1,395
122,control,1,443
122,control,1,494
122,control,1,389
122,control,1,480
122,control,1,409
122,control,1,379
122,control,0,436
122,control,1,715
122,control,1,919
122,control,1,399
122,control,1,453
122,control,1,457
122,control,1,318
122,control,1,385
122,control,1,519
122,control,1,485
122,control,1,468
122,control,1,546
122,control,1,493
122,control,1,448
122,control,1,491
122,control,0,458
122,control,1,958
122,control,1,433
122,control,1,386
122,control,1,333
122,control,1,603
122,control,1,612
122,control,1,914
122,control,1,591
122,control,1,473
122,control,1,456
122,control,1,438
122,control,1,511
122,control,1,560
122,control,1,470
122,control,1,490
122,control,1,531
122,control,1,384
122,control,1,654
122,control,1,569
122,control,1,443
122,control,1,425
122,control,1,489
122,control,1,417
122,control,1,527
122,control,1,490
122,control,0,580
122,control,1,675
122,control,1,360
122,control,1,428
122,control,1,472
122,control,1,488
122,control,1,477
122,control,1,527
122,control,1,546
122,control,1,436
122,control,1,503
122,control,1,365
122,control,1,748
122,control,1,632
122,control,1,544
122,control,1,484
122,control,1,642
122,control,1,367
122,control,1,514
122,control,1,509
122,control,1,826
122,control,1,645
122,control,1,733
122,control,1,990
122,control,1,1297
122,control,1,1452
122,control,1,512
122,control,1,516
122,control,1,424
122,control,1,664
122,control,1,424
122,control,1,452
122,control,1,461
122,control,1,479
122,control,1,482
122,control,1,842
122,control,1,502
122,control,1,667
122,control,1,494
122,control,1,465
122,control,1,524
122,control,1,371
122,control,1,659
122,control,1,402
122,control,1,767
122,control,1,560
122,control,1,522
122,control,1,421
122,control,1,484
122,control,1,793
122,control,1,522
122,control,1,463
122,control,1,379
122,control,1,463
122,control,0,752
122,control,1,812
122,control,1,615
122,control,1,614
122,control,1,385
122,control,1,396
122,control,1,678
122,control,1,449
122,control,1,431
122,control,1,486
122,control,1,710
122,control,1,703
122,control,1,1410
122,control,1,527
122,control,1,668
122,control,1,610
122,control,1,724
122,control,1,370
122,control,1,529
122,control,1,553
122,control,1,534
122,control,1,497
122,control,1,482
122,control,0,710
123,control,1,462
123,control,1,370
123,control,1,369
123,control,1,340
123,control,1,369
123,control,1,394
123,control,0,384
123,control,1,571
123,control,1,463
123,control,1,457
123,control,1,621
123,control,1,932
123,control,1,469
123,control,1,515
123,control,1,434
123,control,1,412
123,control,1,402
123,control,1,451
123,control,1,515
123,control,1,556
123,control,1,510
123,control,1,498
123,control,1,467
123,control,1,392
123,control,1,392
123,control,1,353
123,control,0,794
123,control,1,505
123,control,1,485
123,control,1,417
123,control,1,670
123,control,1,547
123,control,1,440
123,control,1,575
123,control,1,493
123,control,1,603
123,control,1,578
123,control,1,640
123,control,1,407
123,control,1,504
123,control,1,503
123,control,1,656
123,control,1,439
123,control,1,431
123,control,1,483
123,control,1,431
123,control,1,549
123,control,1,594
123,control,1,432
123,control,1,431
123,control,1,599
123,control,1,505
123,control,1,472
123,control,1,430
123,control,1,495
123,control,1,461
123,control,1,360
123,control,1,571
123,control,1,410
123,control,1,342
123,control,1,373
123,control,1,528
123,control,1,327
123,control,1,408
123,control,1,566
123,control,1,441
123,control,1,452
123,control,1,468
123,control,1,382
123,control,1,387
123,control,1,429
123,control,1,412
123,control,1,453
123,control,1,554
123,control,1,433
123,control,1,321
123,control,1,418
123,control,1,469
123,control,1,512
123,control,1,722
123,control,1,526
123,control,1,609
123,control,0,863
123,control,1,610
123,control,1,652
123,control,1,497
123,control,1,519
123,control,1,766
123,control,1,440
123,control,1,679
123,control,1,509
123,control,1,736
123,control,1,414
123,control,1,530
123,control,1,347
123,control,1,458
123,control,1,537
123,control,1,480
123,control,1,445
123,control,1,467
123,control,1,506
123,control,1,407
123,control,1,525
123,control,1,462
123,control,1,396
123,control,1,464
123,control,1,506
123,control,1,437
123,control,0,440
123,control,1,491
123,control,1,508
123,control,1,878
123,control,1,803
123,control,1,642
123,control,1,743
123,control,1,450
123,control,0,568
123,control,1,472
123,control,1,602
123,control,1,654
123,control,1,782
123,control,1,515
123,control,1,494
123,control,1,473
123,control,1,441
123,control,1,573
123,control,1,522
123,control,1,476
123,control,1,542
123,control,1,701
123,control,1,410
123,control,1,458
123,control,1,566
123,control,1,479
123,control,1,432
123,control,1,557
123,control,1,539
123,control,1,909
123,control,1,800
123,control,1,865
123,control,1,1022
123,control,0,688
123,control,1,472
123,control,1,613
123,control,1,486
123,control,1,518
123,control,1,565
123,control,1,464
123,control,1,433
123,control,1,449
123,control,1,758
123,control,1,471
123,control,1,472
123,control,1,493
123,control,1,341
123,control,1,385
123,control,1,424
123,control,1,429
123,control,1,608
123,control,1,888
123,control,1,505
123,control,1,594
123,control,1,887
123,control,1,631
123,control,1,634
123,control,1,430
123,control,1,487
123,control,1,458
123,control,1,565
123,control,1,581
123,control,1,596
123,control,1,425
123,control,1,640
123,control,1,715
123,control,1,427
123,control,1,505
123,control,1,350
123,control,1,372
123,control,1,501
123,control,1,414
123,control,1,526
123,control,1,462
123,control,1,488
123,control,1,432
123,control,1,547
123,control,1,577
123,control,1,495
123,control,1,505
123,control,1,526
123,control,1,487
123,control,1,518
123,control,1,670
123,control,1,545
123,control,0,400
123,control,1,528
123,control,1,683
123,control,1,538
123,control,1,473
123,control,1,545
123,control,1,545
123,control,1,927
123,control,0,924
123,control,1,373
123,control,1,499
124,control,1,1789
124,control,1,810
124,control,1,588
124,control,1,477
124,control,1,690
124,control,1,463
124,control,1,487
124,control,1,413
124,control,1,499
124,control,1,339
124,control,1,512
124,control,0,541
124,control,1,1104
124,control,1,787
124,control,1,390
124,control,1,940
124,control,1,340
124,control,1,536
124,control,1,376
124,control,1,475
124,control,1,408
124,control,1,371
124,control,0,313
124,control,1,646
124,control,1,543
124,control,1,453
124,control,1,589
124,control,1,484
124,control,1,443
124,control,1,621
124,control,1,535
124,control,1,674
124,control,1,661
124,control,1,419
124,control,1,330
124,control,1,493
124,control,1,368
124,control,1,340
124,control,1,455
124,control,1,457
124,control,1,380
124,control,1,536
124,control,1,469
124,control,1,498
124,control,1,404
124,control,1,414
124,control,1,619
124,control,1,482
124,control,1,495
124,control,1,443
124,control,1,390
124,control,1,562
124,control,1,436
124,control,1,402
124,control,1,484
124,control,1,469
124,control,1,500
124,control,1,400
124,control,1,473
124,control,1,556
124,control,1,461
124,control,1,413
124,control,1,504
124,control,1,377
124,control,1,390
124,control,0,590
124,control,1,884
124,control,1,453
124,control,1,454
124,control,1,422
124,control,1,407
124,control,1,553
124,control,1,596
124,control,1,429
124,control,1,450
124,control,1,844
124,control,1,616
124,control,1,583
124,control,1,487
124,control,1,807
124,control,1,526
124,control,1,945
124,control,1,442
124,control,1,390
124,control,1,509
124,control,1,425
124,control,0,281
124,control,1,597
124,control,1,481
124,control,1,396
124,control,1,432
124,control,1,363
124,control,1,571
124,control,1,356
124,control,1,381
124,control,1,410
124,control,1,270
124,control,0,281
124,control,1,686
124,control,1,495
124,control,0,374
124,control,1,945
124,control,1,895
124,control,1,547
124,control,1,485
124,control,1,544
124,control,1,606
124,control,1,452
124,control,1,300
124,control,1,523
124,control,1,477
124,control,1,544
124,control,1,495
124,control,1,349
124,control,1,455
124,control,0,430
124,control,1,502
124,control,1,464
124,control,1,370
124,control,1,460
124,control,0,399
124,control,1,492
124,control,1,491
124,control,1,412
124,control,1,405
124,control,0,423
124,control,1,1286
124,control,1,466
124,control,1,445
124,control,1,504
124,control,1,690
124,control,1,435
124,control,1,371
124,control,1,362
124,control,1,390
124,control,1,465
124,control,1,458
124,control,1,542
124,control,1,457
124,control,1,522
124,control,1,374
124,control,1,473
124,control,1,490
124,control,1,557
124,control,1,380
124,control,1,314
124,control,1,562
124,control,0,528
124,control,1,991
124,control,1,402
124,control,1,440
124,control,1,460
124,control,1,386
124,control,1,521
124,control,1,551
124,control,1,463
124,control,1,555
124,control,1,593
124,control,1,508
124,control,1,495
124,control,1,804
124,control,1,479
124,control,1,444
124,control,0,611
124,control,1,829
124,control,1,632
124,control,1,428
124,control,1,525
124,control,1,427
124,control,1,473
124,control,1,414
124,control,1,530
124,control,1,841
124,control,1,502
124,control,0,355
124,control,1,469
124,control,1,576
124,control,1,1823
124,control,1,473
124,control,1,418
124,control,1,455
124,control,1,454
124,control,0,577
124,control,1,586
124,control,1,464
124,control,1,489
124,control,1,649
124,control,1,408
124,control,1,352
124,control,1,521
124,control,1,635
124,control,1,457
124,control,1,568
124,control,1,367
124,control,1,494
124,control,1,294
124,control,1,328
124,control,1,724
124,control,1,467
124,control,1,486
124,control,1,418
124,control,1,520
124,control,1,494
124,control,1,549
125,control,1,704
125,control,1,524
125,control,1,407
125,control,1,462
125,control,1,316
125,control,1,338
125,control,1,402
125,control,1,368
125,control,0,419
